technology_id,country,phase,category,input,unit,quantity,cost_per_unit,total_cost,currency,total_cost_usd,pct_borne_by_land_users
1043,TJ,establishment,labour,Labour,,1.0,355.0,355.0,Somoni,78.89,100.0
1043,TJ,establishment,labour,Mulching,,1.0,4.5,4.5,Somoni,1.0,100.0
1043,TJ,establishment,labour,Planting seedlings in contour ditches,person days,20.0,4.4,88.0,Somoni,19.56,100.0
1043,TJ,establishment,labour,Planting seedlings and bushes along the perimeter,person days,10.0,4.4,44.0,Somoni,9.78,100.0
1043,TJ,establishment,equipment,"Set of shovels, hoes, picks",Set,1.0,66.0,66.0,Somoni,14.67,50.0
1043,TJ,establishment,plant_material,mulching,,1.0,4.5,4.5,Somoni,1.0,100.0
1043,TJ,establishment,plant_material,seedlings,,1.0,333.0,333.0,Somoni,74.0,50.0
1043,TJ,establishment,plant_material,Seedlings: frutiouse and firewood trees,ha,500.0,0.666,333.0,Somoni,74.0,50.0
1043,TJ,establishment,construction_material,Wood frame,Piece,1.0,3.0,3.0,Somoni,0.67,100.0
1043,TJ,establishment,other,Labour:  Gradual terracing by Broadening the ditch onslope and extending the raiser downslope,person days,150.0,0.68,102.0,Somoni,22.67,100.0
1043,TJ,maintenance,labour,Drip irrigation with plastic bottles,person days,15.0,4.44,66.6,Somoni,14.8,100.0
1043,TJ,maintenance,labour,Mulching,person days,5.0,4.44,22.2,Somoni,4.93,100.0
1043,TJ,maintenance,labour,"Shaping the trees, cutting branches",person days,5.0,4.44,22.2,Somoni,4.93,100.0
1043,TJ,maintenance,labour,Grafting,person days,5.0,4.44,22.2,Somoni,4.93,100.0
1043,TJ,maintenance,plant_material,mulching,,1.0,22.0,22.0,Somoni,4.89,100.0
1043,TJ,maintenance,other,Labour: Manuring,person days,3.0,4.4,13.2,Somoni,2.93,100.0
1044,CR,establishment,labour,labour,ha,1.0,700.0,700.0,Colones,,100.0
1044,CR,establishment,plant_material,Seedlings: poró/cedar,ha,1.0,15.0,15.0,Colones,,
1044,CR,establishment,plant_material,Seedlings: orange trees,ha,1.0,220.0,220.0,Colones,,
1044,CR,establishment,plant_material,Seedlings: coffee,ha,1.0,1240.0,1240.0,Colones,,
1044,CR,establishment,fertilizers_biocides,fertilizer,ha,1.0,350.0,350.0,Colones,,
1044,CR,establishment,other,transport,ha,1.0,10.0,10.0,Colones,,
1044,CR,maintenance,labour,labour,ha,1.0,28.0,28.0,Colones,,100.0
1044,CR,maintenance,fertilizers_biocides,fertilizer,ha,1.0,175.0,175.0,Colones,,100.0
1044,CR,maintenance,other,transport,ha,1.0,127.0,127.0,Colones,,100.0
1045,ET,establishment,labour,Labour,ha,1.0,89.0,89.0,Birr,10.47,100.0
1045,ET,establishment,equipment,Animal traction,ha,1.0,67.0,67.0,Birr,7.88,
1045,ET,establishment,equipment,Tools,ha,1.0,23.5,23.5,Birr,2.76,100.0
1045,ET,establishment,plant_material,Seeds,ha,1.0,18.8,18.8,Birr,2.21,
1045,ET,establishment,fertilizers_biocides,Fertilizer,Ha,1.0,35.3,35.3,Birr,4.15,
1045,ET,establishment,other,cultivation cost,ha,1.0,36.5,36.5,Birr,4.29,
1045,ET,maintenance,labour,Labour,ha,1.0,11.75,11.75,Birr,1.38,100.0
1045,ET,maintenance,equipment,Animal traction,ha,1.0,56.0,56.0,Birr,6.59,100.0
1045,ET,maintenance,equipment,Tools,ha,1.0,2.3,2.3,Birr,0.27,100.0
1045,ET,maintenance,other,cultivation cost,ha,1.0,109.4,109.4,Birr,12.87,
1046,ET,establishment,labour,Labour,ha,1.0,200.0,200.0,Birr,25.0,100.0
1046,ET,establishment,labour,Planting,ha,1.0,14.0,14.0,Birr,1.75,
1046,ET,establishment,labour,Weeding,ha,1.0,30.0,30.0,Birr,3.75,
1046,ET,establishment,labour,Pitting,ha,1.0,28.0,28.0,Birr,3.5,
1046,ET,establishment,equipment,Animal traction,ha,1.0,56.0,56.0,Birr,7.0,
1046,ET,establishment,equipment,Tools,ha,1.0,12.0,12.0,Birr,1.5,100.0
1046,ET,establishment,plant_material,Seeds,ha,1.0,7.5,7.5,Birr,0.94,
1046,ET,establishment,fertilizers_biocides,Fertilizer,ha,1.0,16.0,16.0,Birr,2.0,
1046,ET,establishment,fertilizers_biocides,Compost/manure,ha,1.0,80.0,80.0,Birr,10.0,
1046,ET,maintenance,labour,Labour,ha,1.0,24.0,24.0,Birr,3.0,100.0
1046,ET,maintenance,plant_material,Seeds,ha,1.0,5.0,5.0,Birr,0.62,
1046,ET,maintenance,fertilizers_biocides,Fertilizer,ha,1.0,16.0,16.0,Birr,2.0,
1046,ET,maintenance,fertilizers_biocides,Compost/manure,ha,1.0,80.0,80.0,Birr,10.0,
1046,ET,maintenance,other,Weeding,ha,1.0,30.0,30.0,Birr,3.75,
1047,ET,establishment,labour,Labour,ha,1.0,125.0,125.0,Birr,14.53,100.0
1047,ET,establishment,labour,Weeding & cultivation land pre,ha,1.0,24.8,24.8,Birr,2.88,
1047,ET,establishment,equipment,Tools,ha,1.0,3.3,3.3,Birr,0.38,
1047,ET,establishment,plant_material,Seeds,ha,1.0,3.3,3.3,Birr,0.38,
1047,ET,establishment,fertilizers_biocides,Fertilizer,ha,1.0,33.3,33.3,Birr,3.87,
1047,ET,maintenance,labour,Weeding & cultivation land pre,ha,1.0,24.8,24.8,Birr,2.88,
1047,ET,maintenance,equipment,Tools,ha,1.0,3.3,3.3,Birr,0.38,71.0
1047,ET,maintenance,plant_material,Seeds,ha,1.0,3.3,3.3,Birr,0.38,
1047,ET,maintenance,fertilizers_biocides,Fertilizer,ha,1.0,33.3,33.3,Birr,3.87,
1048,ET,establishment,labour,Labour,ha,1.0,175.0,175.0,,,50.0
1048,ET,establishment,equipment,Tools,ha,1.0,25.0,25.0,,,100.0
1048,ET,establishment,plant_material,Seeds,ha,1.0,40.0,40.0,,,
1048,ET,establishment,plant_material,Seedlings,ha,1.0,150.0,150.0,,,
1048,ET,establishment,construction_material,Stone,ha,1.0,,,,,
1048,ET,establishment,construction_material,Wood,ha,1.0,,,,,
1048,ET,establishment,other,site guard (kg grain/ha/year),ha,1.0,1.0,1.0,,,100.0
1048,ET,maintenance,labour,Labour,ha,1.0,35.0,35.0,,,100.0
1048,ET,maintenance,equipment,Tools,ha,1.0,5.0,5.0,,,100.0
1048,ET,maintenance,plant_material,Seeds,ha,1.0,10.0,10.0,,,
1048,ET,maintenance,plant_material,Seedlings,ha,1.0,40.0,40.0,,,
1048,ET,maintenance,other,site guard (kg grain/ha/year),ha,1.0,1.0,1.0,,,100.0
1049,ET,establishment,labour,Labour,ha,1.0,320.0,320.0,,,100.0
1049,ET,establishment,equipment,Animal traction,ha,1.0,17.0,17.0,,,100.0
1049,ET,establishment,equipment,Tools,ha,1.0,5.0,5.0,,,50.0
1049,ET,establishment,plant_material,Seedlings,ha,1.0,5.0,5.0,,,
1049,ET,establishment,plant_material,Grass splits (tillers),ha,1.0,450.0,450.0,,,100.0
1049,ET,establishment,fertilizers_biocides,Fertilizer,ha,1.0,60.0,60.0,,,100.0
1049,ET,establishment,fertilizers_biocides,Compost/manure,ha,1.0,140.0,140.0,,,100.0
1049,ET,establishment,construction_material,Deadwood for fencing,ha,1.0,55.0,55.0,,,100.0
1049,ET,maintenance,labour,Labour,ha,1.0,35.0,35.0,,,100.0
1049,ET,maintenance,equipment,Tools,ha,1.0,4.0,4.0,,,100.0
1049,ET,maintenance,plant_material,Seeds,ha,1.0,30.0,30.0,,,100.0
1049,ET,maintenance,plant_material,Seedlings,ha,1.0,2.0,2.0,,,100.0
1049,ET,maintenance,fertilizers_biocides,Fertilizer,ha,1.0,15.0,15.0,,,100.0
1049,ET,maintenance,fertilizers_biocides,Compost/manure,ha,1.0,35.0,35.0,,,100.0
1049,ET,maintenance,construction_material,Deadwood for fencing,ha,1.0,5.0,5.0,,,100.0
1050,TJ,establishment,labour,Labour,per stove,1.0,5.5,5.5,TJS,1.22,100.0
1050,TJ,establishment,labour,Labour,per room,1.0,37.8,37.8,TJS,8.4,100.0
1050,TJ,establishment,plant_material,Wheat straw,bales,12.0,4.9,58.8,TJS,13.07,100.0
1050,TJ,establishment,construction_material,Metallic cover,per stove,1.0,5.1,5.1,TJS,1.13,34.0
1050,TJ,establishment,construction_material,Earth,per stove,1.0,0.5,0.5,TJS,0.11,100.0
1050,TJ,establishment,construction_material,Wooden lath,per room,1.0,72.0,72.0,TJS,16.0,15.0
1050,TJ,establishment,construction_material,"Nail, lime, brush, emalen",per room,1.0,30.75,30.75,TJS,6.83,100.0
1050,TJ,establishment,construction_material,Veneer and glueing silicone,per room,1.0,43.8,43.8,TJS,9.73,100.0
1050,TJ,establishment,other,Pressure cooker,piece,1.0,22.2,22.2,TJS,4.93,80.0
1050,TJ,establishment,other,heat exchanger,per stove,1.0,30.0,30.0,TJS,6.67,100.0
1050,TJ,establishment,other,Transportation cost,,1.0,44.0,44.0,TJS,9.78,100.0
1050,TJ,maintenance,labour,Labour,per stove,1.0,3.3,3.3,TJS,0.73,100.0
1051,TJ,establishment,labour,Construction of water pump,Persons/day,20.0,5.55,111.0,сомони,,100.0
1051,TJ,establishment,construction_material,Machine parts,for 1 pump,1.0,50.0,50.0,сомони,,100.0
1051,TJ,establishment,construction_material,Welding rod,for 1 pump,1.0,5.0,5.0,сомони,,100.0
1051,TJ,establishment,construction_material,Drilling pump,for 1 pump,1.0,1200.0,1200.0,сомони,,100.0
1051,TJ,establishment,construction_material,Gear system,for 1 pump,1.0,200.0,200.0,сомони,,100.0
1051,TJ,establishment,construction_material,Valve gates,for 1 pump,1.0,25.0,25.0,сомони,,100.0
1051,TJ,establishment,construction_material,Stone,for 1 pump,1.0,220.0,220.0,сомони,,100.0
1051,TJ,establishment,construction_material,Pipes,for 1 pump,1.0,1035.0,1035.0,сомони,,100.0
1051,TJ,establishment,construction_material,Tank,for 1 pump,1.0,500.0,500.0,сомони,,100.0
1052,TJ,establishment,labour,Planting of tree seedlings,Persons/day,50,20,1000,SOM,222.22,100
1052,TJ,establishment,labour,Digging up irrigation ditch,Persons/day,40,20,800,SOM,177.78,100
1052,TJ,establishment,equipment,Machine use,ha,1,274,274,SOM,60.89,
1052,TJ,establishment,equipment,,,1,,,SOM,,
1052,TJ,establishment,plant_material,Tree seedlings,pieces,844,3.14573,2655.0,SOM,590.0,
1052,TJ,maintenance,labour,Daily irrigation for tree seedlings,Persons/day,186,20,3720,SOM,826.67,100
1052,TJ,maintenance,fertilizers_biocides,Organic/manure,tons,40,25,1000,SOM,222.22,
1052,TJ,maintenance,construction_material,Plastic cover,m,1,1.8,1.8,SOM,0.4,100
1052,TJ,maintenance,other,Tillage,ha,1,430,430,SOM,95.56,
1053,TJ,establishment,labour,medium,hectare,1.0,69.0,69.0,,,100.0
1053,TJ,establishment,equipment,machine use,hectare,1.0,45.0,45.0,,,20.0
1053,TJ,establishment,equipment,tools,pc,1.0,20.0,20.0,,,20.0
1053,TJ,establishment,plant_material,seeds,pc,1.0,80.0,80.0,,,20.0
1053,TJ,establishment,construction_material,wire fencing,meter,1.0,285.6,285.6,,,20.0
1053,TJ,maintenance,labour,medium,hectare,1.0,50.4,50.4,,,100.0
1054,TJ,establishment,equipment,Buying traps,pieces,4,4,16,USD,16,100
1054,TJ,maintenance,labour,Change glue on plate,-,1,,,USD,,
1055,TJ,establishment,labour,Construction of fence,meter,3000.0,15.0,45000.0,Somoni,10000.0,30.0
1055,TJ,establishment,labour,Construction of irrigation canal,meter,1300.0,23.07692,30000.0,Somoni,6666.67,10.0
1055,TJ,establishment,labour,Planting seedlings,Pieces,6400.0,1.0,6400.0,Somoni,1422.22,100.0
1055,TJ,establishment,labour,Removing stones,ha,20.0,2625.0,52500.0,Somoni,11666.67,30.0
1055,TJ,establishment,plant_material,Seedlings,Pieces,6400.0,5.0,32000.0,Somoni,7111.11,
1056,TJ,establishment,labour,Cleaning up the plot,Persons/day,4.0,30.0,120.0,Somoni,26.55,100.0
1056,TJ,establishment,labour,Plowing,Persons/day,6.0,30.0,180.0,Somoni,39.82,100.0
1056,TJ,establishment,labour,Manuring,Persons/day,7.0,30.0,210.0,Somoni,46.46,100.0
1056,TJ,establishment,labour,Preparing sea-buckthorn,Persons/day,3.0,35.0,105.0,Somoni,23.23,100.0
1056,TJ,establishment,plant_material,Barley rye seeds,ha,1.0,430.0,430.0,Somoni,95.13,100.0
1056,TJ,establishment,plant_material,Potatoe seeds,ha,1.0,110.0,110.0,Somoni,24.34,100.0
1056,TJ,establishment,fertilizers_biocides,Manure,kg,400.0,0.0625,25.0,Somoni,5.53,
1056,TJ,establishment,other,Labour: Bringing and putting manure in the holes,Persons/day,2.0,35.0,70.0,Somoni,15.49,100.0
1056,TJ,establishment,other,Labour:  Planting seedlings along the irrigation cana,Persons/day,4.0,35.0,140.0,Somoni,30.97,100.0
1056,TJ,establishment,other,Labour: Irrigation of the seedlings,Persons/day,1.0,35.0,35.0,Somoni,7.74,100.0
1056,TJ,maintenance,labour,Weeding / harvesting of potatoes field,Persons/day,4.0,30.0,120.0,Somoni,26.55,100.0
1056,TJ,maintenance,labour,Harvesting crops,Persons/day,6.0,30.0,180.0,Somoni,39.82,100.0
1057,TJ,establishment,labour,Fence building,Persons/day,100.0,25.0,2500.0,somoni,555.56,100.0
1057,TJ,establishment,labour,Tree planting,Persons/day,10.0,25.0,250.0,somoni,55.56,100.0
1057,TJ,establishment,labour,Cover cropping,Persons/day,5.0,25.0,125.0,somoni,27.78,100.0
1057,TJ,establishment,labour,Vegetable garden,Persons/day,50.0,25.0,1250.0,somoni,277.78,100.0
1057,TJ,establishment,plant_material,Trees,Pieces,50.0,10.0,500.0,somoni,111.11,100.0
1057,TJ,establishment,plant_material,Plants,Pieces,3000.0,0.33333333,1000.0,somoni,222.22,100.0
1057,TJ,establishment,construction_material,Fence,meter,200.0,2.25,450.0,somoni,100.0,100.0
1057,TJ,establishment,construction_material,Irrigation pipe,meter,1500.0,1.5,2250.0,somoni,500.0,100.0
1057,TJ,establishment,other,Labour: Small vegetable beds,Persons/day,20.0,25.0,500.0,somoni,111.11,100.0
1057,TJ,maintenance,labour,Better crop cover and cover cropping,Persons/day,10.0,25.0,250.0,somoni,55.56,100.0
1057,TJ,maintenance,labour,Stone clearing,Persons/day,10.0,25.0,250.0,somoni,55.56,100.0
1057,TJ,maintenance,labour,Vegetable garden incl. fertilizing,Persons/day,15.0,25.0,375.0,somoni,83.33,100.0
1057,TJ,maintenance,labour,Animal husbandry (and bee keeping),Persons/day,40.0,25.0,1000.0,somoni,222.22,100.0
1057,TJ,maintenance,other,Labour: Tree planting,Persons/day,10.0,25.0,250.0,somoni,55.56,100.0
1057,TJ,maintenance,other,Labour: Lucerne reseeding,Persons/day,10.0,25.0,250.0,somoni,55.56,100.0
1057,TJ,maintenance,other,Labour: Vegetable planting,Persons/day,50.0,25.0,1250.0,somoni,277.78,100.0
1057,TJ,maintenance,other,Labour: Preparing small vegetable beds,Persons/day,20.0,25.0,500.0,somoni,111.11,100.0
1058,ET,establishment,labour,Labour,ha,1.0,4625.0,4625.0,Birr,537.79,90.0
1058,ET,establishment,equipment,Tools,ha,1.0,120.0,120.0,Birr,13.95,95.0
1058,ET,establishment,construction_material,Stone,ha,1.0,,,Birr,,100.0
1058,ET,maintenance,labour,Labour,ha,1.0,624.0,624.0,Birr,72.56,100.0
1058,ET,maintenance,equipment,Tools,ha,1.0,30.0,30.0,Birr,3.49,100.0
1058,ET,maintenance,construction_material,Stone,ha,1.0,,,Birr,,100.0
1059,ET,establishment,labour,Labour,ha,1.0,236.0,236.0,Birr,27.44,100.0
1059,ET,establishment,equipment,Tools,ha,1.0,6.0,6.0,Birr,0.7,100.0
1059,ET,establishment,plant_material,Seedlings,ha,1.0,58.0,58.0,Birr,6.74,100.0
1059,ET,establishment,construction_material,Stone,ha,1.0,83.0,83.0,Birr,9.65,100.0
1059,ET,maintenance,labour,Labour,ha,1.0,30.0,30.0,Birr,3.49,100.0
1059,ET,maintenance,plant_material,Seedlings,ha,1.0,30.0,30.0,Birr,3.49,100.0
1059,ET,maintenance,construction_material,Stone,ha,1.0,12.0,12.0,Birr,1.4,100.0
1060,ET,establishment,labour,Labour,ha,1.0,99.0,99.0,Birr,11.51,100.0
1060,ET,establishment,equipment,Animal traction,ha,1.0,37.0,37.0,Birr,4.3,100.0
1060,ET,establishment,plant_material,Seeds,ha,1.0,12.0,12.0,Birr,1.4,100.0
1060,ET,establishment,fertilizers_biocides,Fertilizer,ha,1.0,55.0,55.0,Birr,6.4,100.0
1060,ET,maintenance,labour,Labour,ha,1.0,54.0,54.0,Birr,6.28,100.0
1060,ET,maintenance,equipment,Animal traction,ha,1.0,34.0,34.0,Birr,3.95,100.0
1060,ET,maintenance,plant_material,Seeds,ha,1.0,12.0,12.0,Birr,1.4,100.0
1060,ET,maintenance,fertilizers_biocides,Fertilizer,ha,1.0,55.0,55.0,Birr,6.4,100.0
1062,ET,establishment,labour,Labour,ha,1.0,183.0,183.0,Birr,21.28,100.0
1062,ET,establishment,labour,Harvest,ha,1.0,24.0,24.0,Birr,2.79,100.0
1062,ET,establishment,equipment,Animal traction,ha,1.0,34.0,34.0,Birr,3.95,100.0
1062,ET,establishment,equipment,Tools,ha,1.0,18.0,18.0,Birr,2.09,
1062,ET,establishment,plant_material,Seeds,ha,1.0,11.0,11.0,Birr,1.28,100.0
1062,ET,establishment,plant_material,Seedlings,ha,1.0,3.0,3.0,Birr,0.35,
1062,ET,maintenance,labour,Labour,ha,1.0,25.0,25.0,Birr,2.91,100.0
1063,ET,establishment,labour,Labour,ha,1.0,170.0,170.0,Birr,19.77,
1063,ET,establishment,labour,Weeding,ha,1.0,47.0,47.0,Birr,5.47,100.0
1063,ET,establishment,labour,Harvesting,ha,1.0,23.0,23.0,Birr,2.67,100.0
1063,ET,establishment,equipment,Animal traction,ha,1.0,35.0,35.0,Birr,4.07,100.0
1063,ET,establishment,equipment,Tools,ha,1.0,720.0,720.0,Birr,83.72,
1063,ET,establishment,plant_material,Seeds,ha,1.0,7.0,7.0,Birr,0.81,
1063,ET,establishment,plant_material,Seedlings,ha,1.0,23.0,23.0,Birr,2.67,100.0
1063,ET,establishment,fertilizers_biocides,Fertilizer,ha,1.0,54.0,54.0,Birr,6.28,100.0
1063,ET,maintenance,labour,Labour,ha,1.0,17.0,17.0,Birr,1.98,100.0
1063,ET,maintenance,equipment,Tools,ha,1.0,72.0,72.0,Birr,8.37,
1064,TJ,establishment,labour,Production of pesticides,liter,100.0,0.03,3.0,USD,3.0,100.0
1064,TJ,maintenance,labour,Preparation of materials,kg,1.0,1.0,1.0,USD,1.0,100.0
1064,TJ,maintenance,labour,Spraying,liter,100.0,0.03,3.0,USD,3.0,100.0
1064,TJ,maintenance,equipment,Purchase of sprayer,pieces,2.0,25.0,50.0,USD,50.0,100.0
1065,ET,establishment,labour,Labour,ha,1.0,406.0,406.0,Birr,47.21,
1065,ET,establishment,plant_material,Seeds,ha,1.0,23.0,23.0,Birr,2.67,
1065,ET,maintenance,labour,Labour,ha,1.0,40.0,40.0,Birr,4.65,
1065,ET,maintenance,plant_material,Seeds,ha,1.0,23.0,23.0,Birr,2.67,
1067,ET,establishment,labour,Labour,ha,1.0,272.0,272.0,Birr,31.63,50.0
1067,ET,establishment,equipment,Animal traction,ha,1.0,20.0,20.0,Birr,2.33,100.0
1067,ET,establishment,equipment,Tools,ha,1.0,4.0,4.0,Birr,0.47,100.0
1067,ET,establishment,plant_material,Seeds,ha,1.0,5.0,5.0,Birr,0.58,100.0
1067,ET,establishment,fertilizers_biocides,Compost manure,ha,1.0,,,Birr,,100.0
1067,ET,maintenance,labour,Labour,ha,1.0,40.7,40.7,Birr,4.73,100.0
1068,ET,establishment,labour,Labour,ha,1.0,73.0,73.0,Birr,8.49,100.0
1068,ET,establishment,equipment,Animal traction,ha,1.0,35.0,35.0,Birr,4.07,100.0
1068,ET,establishment,plant_material,Seedlings,ha,1.0,25.0,25.0,Birr,2.91,100.0
1068,ET,establishment,fertilizers_biocides,Compost/manure,ha,1.0,50.0,50.0,Birr,5.81,100.0
1069,ET,establishment,labour,Labour,ha,1.0,282.3,282.3,Birr,33.21,100.0
1069,ET,establishment,equipment,Tools,ha,1.0,270.6,270.6,Birr,31.84,100.0
1069,ET,establishment,plant_material,Seedlings,ha,1.0,117.6,117.6,Birr,13.84,100.0
1070,ET,establishment,labour,Labour,ha,1.0,387.0,387.0,Birr,45.0,26.0
1070,ET,establishment,equipment,Tools,ha,1.0,85.0,85.0,Birr,9.88,
1070,ET,establishment,plant_material,Seeds,ha,1.0,33.0,33.0,Birr,3.84,
1070,ET,establishment,plant_material,Seedlings,ha,1.0,5.0,5.0,Birr,0.58,
1070,ET,establishment,construction_material,Stone,ha,1.0,2.0,2.0,Birr,0.23,
1070,ET,maintenance,labour,Labour,ha,1.0,46.7,46.7,Birr,5.43,5.0
1070,ET,maintenance,equipment,Tools,ha,1.0,3.0,3.0,Birr,0.35,60.0
1070,ET,maintenance,plant_material,Seeds,ha,1.0,6.6,6.6,Birr,0.77,
1070,ET,maintenance,plant_material,Seedlings,ha,1.0,3.6,3.6,Birr,0.42,10.0
1070,ET,maintenance,construction_material,Stone,ha,1.0,41.4,41.4,Birr,4.81,2.0
1071,ET,establishment,labour,Labour,ha,1.0,8.0,8.0,Birr,0.93,100.0
1071,ET,establishment,equipment,Machine use,ha,1.0,1.21,1.21,Birr,0.14,
1071,ET,establishment,equipment,Tools,ha,1.0,1.7,1.7,Birr,0.2,
1071,ET,establishment,plant_material,Seedlings,ha,1.0,3.2,3.2,Birr,0.37,
1072,ET,establishment,labour,Labour,ha,1.0,505.8,505.8,Birr,58.81,50.0
1072,ET,establishment,equipment,Machine use,ha,1.0,83.27,83.27,Birr,9.68,
1072,ET,establishment,equipment,Tools,ha,1.0,19.26,19.26,Birr,2.24,70.0
1072,ET,establishment,plant_material,Seeds,ha,1.0,69.76,69.76,Birr,8.11,100.0
1072,ET,establishment,plant_material,Seedlings,ha,1.0,116.28,116.28,Birr,13.52,100.0
1072,ET,maintenance,equipment,Machine use,ha,1.0,81.39,81.39,Birr,9.46,
1072,ET,maintenance,plant_material,Seedlings,ha,1.0,7.3,7.3,Birr,0.85,100.0
1073,ET,establishment,labour,Labour,ha,1.0,156.0,156.0,Birr,18.14,5.0
1073,ET,establishment,equipment,Machine use,ha,1.0,27.8,27.8,Birr,3.23,
1073,ET,establishment,equipment,Tools,ha,1.0,32.1,32.1,Birr,3.73,70.0
1073,ET,establishment,plant_material,Seeds,ha,1.0,27.0,27.0,Birr,3.14,100.0
1073,ET,establishment,plant_material,Seedlings,ha,1.0,29.0,29.0,Birr,3.37,100.0
1073,ET,establishment,other,Grass,ha,1.0,306.0,306.0,Birr,35.58,100.0
1073,ET,maintenance,labour,Labour,ha,1.0,18.84,18.84,Birr,2.19,100.0
1073,ET,maintenance,equipment,Machine use,ha,1.0,81.39,81.39,Birr,9.46,100.0
1074,ET,establishment,labour,Labour,ha,1.0,140.0,140.0,Birr,16.28,100.0
1074,ET,establishment,labour,Person days,ha,1.0,29.0,29.0,Birr,3.37,
1074,ET,establishment,equipment,Animal traction,ha,1.0,101.0,101.0,Birr,11.74,
1074,ET,establishment,equipment,Tools,ha,1.0,47.0,47.0,Birr,5.47,
1074,ET,establishment,plant_material,Seeds,ha,1.0,24.0,24.0,Birr,2.79,
1074,ET,establishment,fertilizers_biocides,Fertilizer,ha,1.0,55.0,55.0,Birr,6.4,
1074,ET,maintenance,labour,Labour,ha,1.0,14.0,14.0,Birr,1.63,100.0
1074,ET,maintenance,labour,Person days,ha,1.0,29.0,29.0,Birr,3.37,
1074,ET,maintenance,equipment,Animal traction,ha,1.0,101.0,101.0,Birr,11.74,
1074,ET,maintenance,plant_material,Seeds,ha,1.0,24.0,24.0,Birr,2.79,
1074,ET,maintenance,fertilizers_biocides,Fertilizer,ha,1.0,55.0,55.0,Birr,6.4,
1075,ET,establishment,labour,Labour,ha,1.0,83.7,83.7,Birr,9.73,
1075,ET,establishment,equipment,Tools,ha,1.0,120.0,120.0,Birr,13.95,
1075,ET,establishment,construction_material,Plastic,ha,1.0,232.0,232.0,Birr,26.98,
1075,ET,maintenance,labour,Labour,ha,1.0,6.97,6.97,Birr,0.81,
1075,ET,maintenance,equipment,Tools,ha,1.0,120.0,120.0,Birr,13.95,
1076,ET,establishment,labour,Labour,ha,1.0,169.0,169.0,Birr,19.65,
1076,ET,establishment,equipment,Tools,ha,1.0,69.0,69.0,Birr,8.02,100.0
